Название;Комнат;Номер квартиры;Статус;Площадь;Цена;Отделка
МАЙ, корп. 21, кв.13;2К;13;Свободно;89,5;7217638,9;0
МАЙ, корп. 21, кв.14;2К;14;Свободно;74,6;5581895,76;0
МАЙ, корп. 21, кв.15;2К;15;Свободно;92,6;7390648,61;0
МАЙ, корп. 21, кв.16;3К;16;Свободно;113,5;8647709,15;0
МАЙ, корп. 21, кв.17;3К;17;Свободно;103,6;8137541,72;0
МАЙ, корп. 21, кв.18;2К;18;Свободно;68,7;5311779,58;0
МАЙ, корп. 21, кв.19;2К;19;Свободно;77,1;6345851,97;0
МАЙ, корп. 21, кв.20;3К;20;Свободно;103,7;8145396,49;0
МАЙ, корп. 21, кв.21;3К;21;Продажа;106,1;8333910,97;0
МАЙ, корп. 21, кв.22;2К;22;Пл. Бронь;68,6;5304047,73;0
МАЙ, корп. 21, кв.23;2К;23;Свободно;76,2;6271775,87;0
МАЙ, корп. 21, кв.24;3К;24;Свободно;103,5;8129686,95;0
МАЙ, корп. 21, кв.25;2К;25;Свободно;74,4;5566930,9;0
МАЙ, корп. 21, кв.26;2К;26;Свободно;85,2;6800035,22;0
МАЙ, корп. 21, кв.27;3К;27;Свободно;113;8609613,51;0
МАЙ, корп. 21, кв.28;3К;28;Продажа;130,9;10281893,93;0
МАЙ, корп. 21, кв.29;2К;29;Свободно;71,6;6131271,96;0
МАЙ, корп. 21, кв.30;2К;30;Свободно;72,9;5636517,19;0
МАЙ, корп. 21, кв.31;2К;31;Свободно;69,8;5396829,9;0
МАЙ, корп. 21, кв.32;2К;32;Свободно;65,2;5366401,4;0
МАЙ, корп. 21, кв.33;3К;33;Свободно;102,1;8019720,17;0
МАЙ, корп. 21, кв.34;2К;34;Свободно;71,6;6131271,96;0
МАЙ, корп. 21, кв.35;2К;35;Свободно;72,9;5636517,19;0
МАЙ, корп. 21, кв.36;2К;36;Свободно;69,8;5396829,9;0
МАЙ, корп. 21, кв.37;2К;37;Свободно;65,2;5366401,4;0
МАЙ, корп. 21, кв.38;3К;38;Пл. Бронь;99,2;7791931,84;0
МАЙ, корп. 21, кв.39;2К;39;Свободно;86;7078382,22;0
МАЙ, корп. 21, кв.40;3К;40;Свободно;114,2;8970147,34;0
МАЙ, корп. 21, кв.41;2К;41;Продажа;87,3;6539350,55;0
МАЙ, корп. 21, кв.42;3К;42;Свободно;111;8457230,97;0
МАЙ, корп. 21, кв.43;3К;43;Свободно;93,8;7515129,37;0
МАЙ, корп. 21, кв.44;3К;44;Свободно;96,3;7791067,72;0
МАЙ, корп. 21, кв.45;2К;45;Свободно;78,4;6126949,02;0
МАЙ, корп. 21, кв.46;3К;46;Свободно;93;7304936,1;0
МАЙ, корп. 21, кв.47;2К;47;Свободно;90,8;7699922,63;0
МАЙ, корп. 21, кв.48;2К;48;Свободно;93,3;7989492,66;0
МАЙ, корп. 21, кв.49;2К;49;Продажа;93,8;7798358,47;0
МАЙ, корп. 21, кв.50;3К;50;Пл. Бронь;105,7;8830991,89;0
